機種,台番,差枚,G数,出率,BB,RB,合成
ネオアイムジャグラーEX,2138,620,"6,745",103.1%,27,20,1/144
沖ドキ!ゴージャス 30Φ,2181,560,"2,607",107.2%,-,-,-
ミスタージャグラー,2160,560,"5,722",103.3%,-,-,-
A-SLOT+ ディスクアップ ULTRAREMIX,2309,550,"3,412",105.4%,13,7,1/171
ミスタージャグラー,2163,530,"4,249",104.2%,-,-,-
Lスマスロ北斗の拳,2090,520,"4,960",103.5%,45,11,1/89
翔べ！ハーレムエース,2340,510,"3,219",105.3%,-,-,-
L ULTRAMAN,3004,490,"3,389",104.8%,-,-,-
Lパチスロ かぐや様は告らせたい,3166,490,505,132.3%,-,-,-
ネオアイムジャグラーEX,2112,470,"6,425",102.4%,24,25,1/131
A-SLOT+ ディスクアップ ULTRAREMIX,2313,460,"4,522",103.4%,17,6,1/197
吉宗,2066,440,896,116.4%,-,-,-
Lダーリン・イン・ザ・フランキス,3075,430,972,114.7%,-,-,-
L犬夜叉2,3032,420,425,132.9%,-,-,-
スマスロ バイオハザード5,2046,420,487,128.7%,-,-,-
スマスロ ゴッドイーター リザレクション,3120,380,"3,381",103.7%,-,-,-
マジカルハロウィン ボーナストリガー,2305,380,"3,182",104%,-,-,-
LBパチスロ ヱヴァンゲリヲン～約束の扉～,2337,370,"4,316",102.9%,-,-,-
ミスタージャグラー,2161,370,"5,528",102.2%,-,-,-
パチスロひぐらしのなく頃に祭２,2327,370,"2,056",106%,-,-,-
キングハナハナ-30,2197,360,"4,049",103%,-,-,-
Sky Love,3011,360,"2,249",105.3%,-,-,-
いざ！番長,2003,290,"5,044",101.9%,-,-,-
ネオアイムジャグラーEX,2133,290,"6,048",101.6%,26,15,1/148
スマスロ モンスターハンターライズ,2059,260,974,108.9%,-,-,-
沖ドキ!ゴージャス 30Φ,2182,250,792,110.5%,-,-,-
スマスロモンキーターンV,2037,220,"3,517",102.1%,-,-,-
沖ドキ!ゴージャス 30Φ,2185,220,"3,038",102.4%,-,-,-
スマスロ 七つの魔剣が支配する,2009,210,821,108.5%,-,-,-
ゴーゴージャグラー３,2139,200,"3,455",101.9%,12,16,1/123
スマスロ ゴッドイーター リザレクション,3125,200,"2,023",103.3%,-,-,-
Lパチスロ かぐや様は告らせたい,3170,200,439,115.2%,-,-,-
Lパチスロ炎炎ノ消防隊,2013,200,690,109.7%,-,-,-
クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2329,190,"3,469",101.8%,-,-,-
ゴーゴージャグラー３,2105,190,"2,675",102.4%,12,4,1/167
マイジャグラーV,2157,170,"6,231",100.9%,24,17,1/152
スマスロ 七つの魔剣が支配する,2010,160,"3,754",101.4%,-,-,-
マイジャグラーV,2175,140,"6,463",100.7%,25,15,1/162
L少女☆歌劇 レヴュースタァライト -The SLOT-,3062,120,"3,206",101.2%,-,-,-
スマスロ 東京リベンジャーズ,3152,100,"7,443",100.4%,-,-,-
Lスマスロ劇場版まどか前後編f-フォルテ-,3003,90,"1,079",102.8%,-,-,-
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,3078,70,"4,143",100.6%,-,-,-
チバリヨ2,2192,60,585,103.4%,-,-,-
L咲-Saki-頂上決戦,3039,60,331,106%,-,-,-
押忍！番長4,2029,60,803,102.5%,-,-,-
L ToLOVEるダークネス,3072,50,"1,261",101.3%,-,-,-
L ToLOVEるダークネス,3069,30,"1,003",101%,-,-,-
ゴーゴージャグラー３,2104,30,"6,903",100.1%,27,24,1/135
キングハナハナ-30,2201,20,"3,236",100.2%,-,-,-
ファンキージャグラー２ＫＴ,2123,10,"6,705",100%,25,18,1/156
Lパチスロ かぐや様は告らせたい,3168,0,0,-,-,-,-
押忍！番長4,2030,0,0,-,-,-,-
スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,3082,0,"6,530",100%,-,-,-
ＳＬＯＴまどか前後編,3103,0,0,-,-,-,-
ＳＬＯＴまどか前後編,3104,0,0,-,-,-,-
ＳＬＯＴまどか前後編,3102,0,0,-,-,-,-
Lにゃんこ大戦争 超神速,3029,0,0,-,-,-,-
L東京喰種,3116,-10,"4,297",99.9%,-,-,-
Lスマスロ北斗の拳,2082,-10,"4,368",99.9%,40,7,1/93
Lパチスロ炎炎ノ消防隊,2012,-10,"3,237",99.9%,-,-,-
スマート沖スロ ドラゴンハナハナ～閃光～,2194,-10,617,99.5%,-,-,-
スロット Re:ゼロから始める異世界生活 season2,3057,-40,732,98.2%,-,-,-
L戦国乙女４　戦乱に閃く炯眼の軍師,3053,-40,"2,675",99.5%,-,-,-
キングハナハナ-30,2199,-50,"1,778",99.1%,-,-,-
ハッピージャグラーＶＩＩＩ,2118,-60,"3,773",99.5%,15,8,1/164
スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,3063,-70,"3,572",99.3%,-,-,-
押忍！番長4,2028,-90,66,-,-,-,-
パチスロ　新鬼武者２,3084,-90,61,-,-,-,-
キングハナハナ-30,2198,-90,910,96.7%,-,-,-
沖ドキ!ゴージャス 30Φ,2184,-100,"3,416",99%,-,-,-
交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,3092,-100,"1,851",98.2%,-,-,-
スマスロ バベル,3026,-120,903,95.6%,-,-,-
スマスロ コードギアス 反逆のルルーシュ 復活のルルーシュ,3021,-120,"1,826",97.8%,-,-,-
スロット ゾンビランドサガ,3036,-120,988,96%,-,-,-
キングハナハナ-30,2202,-120,"2,031",98%,-,-,-
Lラブ嬢3～Wご指名はいかがですか?～,2025,-130,666,93.5%,-,-,-
L少女☆歌劇 レヴュースタァライト -The SLOT-,3060,-140,695,93.3%,-,-,-
スマスロ新鬼武者3,3128,-140,"7,601",99.4%,-,-,-
L東京喰種,3115,-140,"6,065",99.2%,-,-,-
Lパチスロからくりサーカス,3160,-140,90,-,-,-,-
スマスロ デビルメイクライ5 スタイリッシュトライブ,2050,-170,"1,087",94.8%,-,-,-
Lパチスロ革命機ヴァルヴレイヴ2,3182,-180,"3,411",98.2%,-,-,-
Lパチスロ閃乱カグラ2 SHINOVI MASTER,3015,-180,183,67.2%,-,-,-
スマスロ ようこそ実力至上主義の教室へ,3025,-180,382,84.3%,-,-,-
チバリヨ2,2189,-190,669,90.5%,-,-,-
新ハナビ,2321,-190,"6,365",99%,-,-,-
パチスロ ガメラ2,3097,-200,635,89.5%,-,-,-
ミスタージャグラー,2162,-200,"4,352",98.5%,-,-,-
Lパチスロからくりサーカス,3157,-200,"1,012",93.4%,-,-,-
押忍！番長4,2027,-200,152,56.1%,-,-,-
チバリヨ2,2187,-210,193,63.7%,-,-,-
スマスロ モンスターハンターライズ,2057,-210,"1,630",95.7%,-,-,-
アレックス ブライト,2333,-210,"2,162",96.8%,-,-,-
スマスロ ゴッドイーター リザレクション,3121,-220,"1,547",95.3%,-,-,-
バーニングエクスプレス,3010,-230,"1,928",96%,-,-,-
L絶対衝激～PLATONIC HEART～,3007,-230,136,43.6%,-,-,-
Lパチスロ マクロスフロンティア4,3031,-230,839,90.9%,-,-,-
ネオアイムジャグラーEX,2110,-230,"5,704",98.7%,21,17,1/150
この素晴らしい世界に祝福を！,3088,-240,"7,153",98.9%,-,-,-
