id,store_name,日付,機種,台番,差枚,G数,BB,RB,合成,updated_at
544337,ジャラン水元(旧ヴィーナス),2025-12-19,L東京喰種,295,12000,8079,0,0,-,2025-12-26 09:18:03
544338,ジャラン水元(旧ヴィーナス),2025-12-19,スマスロモンキーターンV,443,10667,9862,0,0,-,2025-12-26 09:18:03
544339,ジャラン水元(旧ヴィーナス),2025-12-19,スマスロモンキーターンV,439,9709,10549,0,0,-,2025-12-26 09:18:03
544340,ジャラン水元(旧ヴィーナス),2025-12-19,ネオアイムジャグラーEX,431,7781,7386,50,33,1/89,2025-12-26 09:18:03
544341,ジャラン水元(旧ヴィーナス),2025-12-19,スマスロ 東京リベンジャーズ,344,7187,3588,0,0,-,2025-12-26 09:18:03
544342,ジャラン水元(旧ヴィーナス),2025-12-19,パチスロ　バイオハザード　ＲＥ：２,451,7062,6634,0,0,-,2025-12-26 09:18:03
544343,ジャラン水元(旧ヴィーナス),2025-12-19,パチスロ　甲鉄城のカバネリ,449,6469,5438,0,0,-,2025-12-26 09:18:03
544344,ジャラン水元(旧ヴィーナス),2025-12-19,マイジャグラーV,421,5896,9157,51,39,1/102,2025-12-26 09:18:03
544345,ジャラン水元(旧ヴィーナス),2025-12-19,Lパチスロ かぐや様は告らせたい,313,5719,6378,0,0,-,2025-12-26 09:18:03
544346,ジャラン水元(旧ヴィーナス),2025-12-19,スマスロ 東京リベンジャーズ,340,5042,5766,0,0,-,2025-12-26 09:18:03
544347,ジャラン水元(旧ヴィーナス),2025-12-19,スマスロ新鬼武者3,358,4396,4920,0,0,-,2025-12-26 09:18:03
544348,ジャラン水元(旧ヴィーナス),2025-12-19,ファンキージャグラー２ＫＴ,383,4313,7205,40,34,1/97,2025-12-26 09:18:03
544349,ジャラン水元(旧ヴィーナス),2025-12-19,Lスマスロ北斗の拳,326,4104,9430,104,25,1/73,2025-12-26 09:18:03
544350,ジャラン水元(旧ヴィーナス),2025-12-19,L東京喰種,289,4084,8403,0,0,-,2025-12-26 09:18:03
544351,ジャラン水元(旧ヴィーナス),2025-12-19,Lスマスロ北斗の拳,322,3778,3096,45,3,1/65,2025-12-26 09:18:03
