id,store_name,日付,機種,台番,差枚,G数,BB,RB,合成,updated_at
472611,エスパス新宿歌舞伎町,2025-10-23,Lパチスロからくりサーカス,110,17552,5586,0,0,-,2025-12-26 09:17:59
472612,エスパス新宿歌舞伎町,2025-10-23,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,3,13682,6663,0,0,-,2025-12-26 09:17:59
472613,エスパス新宿歌舞伎町,2025-10-23,Lパチスロ かぐや様は告らせたい,146,13275,8194,0,0,-,2025-12-26 09:17:59
472614,エスパス新宿歌舞伎町,2025-10-23,Lパチスロ かぐや様は告らせたい,147,11777,8341,0,0,-,2025-12-26 09:17:59
472615,エスパス新宿歌舞伎町,2025-10-23,スマスロモンキーターンV,710,11480,8780,0,0,-,2025-12-26 09:17:59
472616,エスパス新宿歌舞伎町,2025-10-23,スマスロ 七つの魔剣が支配する,1365,11019,4196,0,0,-,2025-12-26 09:17:59
472617,エスパス新宿歌舞伎町,2025-10-23,スマスロモンキーターンV,723,10939,10151,0,0,-,2025-12-26 09:17:59
472618,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,58,9715,7937,125,15,1/57,2025-12-26 09:17:59
472619,エスパス新宿歌舞伎町,2025-10-23,チバリヨ2,1371,9673,5237,0,0,-,2025-12-26 09:17:59
472620,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,54,9583,9309,131,23,1/60,2025-12-26 09:17:59
472621,エスパス新宿歌舞伎町,2025-10-23,スマスロ新鬼武者3,132,9326,4255,0,0,-,2025-12-26 09:17:59
472622,エスパス新宿歌舞伎町,2025-10-23,Lパチスロ かぐや様は告らせたい,143,9189,8586,0,0,-,2025-12-26 09:17:59
472623,エスパス新宿歌舞伎町,2025-10-23,Lソードアート・オンライン,1408,8892,7062,0,0,-,2025-12-26 09:17:59
472624,エスパス新宿歌舞伎町,2025-10-23,スマスロ新鬼武者3,126,8723,4029,0,0,-,2025-12-26 09:17:59
472625,エスパス新宿歌舞伎町,2025-10-23,スマスロ新鬼武者3,17,8333,5232,0,0,-,2025-12-26 09:17:59
472626,エスパス新宿歌舞伎町,2025-10-23,Lソードアート・オンライン,1410,7629,6207,0,0,-,2025-12-26 09:17:59
472627,エスパス新宿歌舞伎町,2025-10-23,スマスロモンキーターンV,704,7310,6926,0,0,-,2025-12-26 09:17:59
472628,エスパス新宿歌舞伎町,2025-10-23,L主役は銭形5,9,7187,6830,0,0,-,2025-12-26 09:17:59
472629,エスパス新宿歌舞伎町,2025-10-23,スマスロ ゴッドイーター リザレクション,644,6890,5518,0,0,-,2025-12-26 09:17:59
472630,エスパス新宿歌舞伎町,2025-10-23,いざ！番長,682,6595,6894,0,0,-,2025-12-26 09:17:59
472631,エスパス新宿歌舞伎町,2025-10-23,L主役は銭形5,6,6413,6854,0,0,-,2025-12-26 09:17:59
472632,エスパス新宿歌舞伎町,2025-10-23,Lパチスロ かぐや様は告らせたい,135,6408,9869,0,0,-,2025-12-26 09:17:59
472633,エスパス新宿歌舞伎町,2025-10-23,L東京喰種,838,6126,8058,0,0,-,2025-12-26 09:17:59
472634,エスパス新宿歌舞伎町,2025-10-23,スマスロ 東京リベンジャーズ,823,6019,9101,0,0,-,2025-12-26 09:17:59
472635,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,65,6019,9654,111,24,1/72,2025-12-26 09:17:59
472636,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,68,6018,10101,112,25,1/74,2025-12-26 09:17:59
472637,エスパス新宿歌舞伎町,2025-10-23,スマスロ新鬼武者3,125,5833,4925,0,0,-,2025-12-26 09:17:59
472638,エスパス新宿歌舞伎町,2025-10-23,L東京喰種,833,5685,8650,0,0,-,2025-12-26 09:17:59
472639,エスパス新宿歌舞伎町,2025-10-23,Lパチスロからくりサーカス,153,5610,7574,0,0,-,2025-12-26 09:17:59
472640,エスパス新宿歌舞伎町,2025-10-23,スマスロ 東京リベンジャーズ,821,5604,8417,0,0,-,2025-12-26 09:17:59
472641,エスパス新宿歌舞伎町,2025-10-23,沖ドキ！BLACK,1305,5523,6932,0,0,-,2025-12-26 09:17:59
472642,エスパス新宿歌舞伎町,2025-10-23,L ToLOVEるダークネス TRANCE ver.8.7,33,5514,5751,0,0,-,2025-12-26 09:17:59
472643,エスパス新宿歌舞伎町,2025-10-23,スマスロ 東京リベンジャーズ,831,5514,9676,0,0,-,2025-12-26 09:17:59
472644,エスパス新宿歌舞伎町,2025-10-23,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,4,5510,8067,0,0,-,2025-12-26 09:17:59
472645,エスパス新宿歌舞伎町,2025-10-23,スマスロ新鬼武者3,20,5410,4697,0,0,-,2025-12-26 09:17:59
472646,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,71,5398,9531,109,23,1/72,2025-12-26 09:17:59
472647,エスパス新宿歌舞伎町,2025-10-23,Lパチスロ かぐや様は告らせたい,138,5196,7846,0,0,-,2025-12-26 09:17:59
472648,エスパス新宿歌舞伎町,2025-10-23,スマスロモンキーターンV,727,5193,7933,0,0,-,2025-12-26 09:17:59
472649,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,57,5110,8231,97,33,1/63,2025-12-26 09:17:59
472650,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,52,5017,9829,109,29,1/71,2025-12-26 09:17:59
472651,エスパス新宿歌舞伎町,2025-10-23,L主役は銭形5,11,4985,7987,0,0,-,2025-12-26 09:17:59
472652,エスパス新宿歌舞伎町,2025-10-23,Lスマスロ北斗の拳,67,4983,8932,104,23,1/70,2025-12-26 09:17:59
472653,エスパス新宿歌舞伎町,2025-10-23,ハッピージャグラーＶＩＩＩ,1136,4916,8381,47,29,1/110,2025-12-26 09:17:59
