機種,台番,差枚,G数,出率,BB,RB,合成
Lパチスロ革命機ヴァルヴレイヴ2,876,"-1,700","3,574",84.1%,-,-,-
スマスロ新鬼武者3,865,"-1,700","1,953",71%,-,-,-
スマスロとある科学の超電磁砲2,603,"-1,700","4,292",86.8%,-,-,-
スマスロ化物語,920,"-1,700","6,588",91.4%,-,-,-
Lパチスロ革命機ヴァルヴレイヴ2,870,"-1,700","2,769",79.5%,-,-,-
いざ！番長,656,"-1,800","2,039",70.6%,-,-,-
Lパチスロ かぐや様は告らせたい,593,"-1,900","1,771",64.2%,-,-,-
いざ！番長,660,"-1,900","3,140",79.8%,-,-,-
チバリヨ2プラス,991,"-1,900","2,407",73.7%,-,-,-
L ToLOVEるダークネス TRANCE ver.8.7,960,"-1,900","3,158",79.9%,-,-,-
ネオアイムジャグラーEX,816,"-1,900","3,897",83.7%,9,7,1/244
沖ドキ!ゴージャス 25Φ,677,"-2,000","5,681",88.3%,-,-,-
スマスロ新鬼武者3,852,"-2,000","8,030",91.7%,-,-,-
パチスロ　甲鉄城のカバネリ,672,"-2,000","3,541",81.2%,-,-,-
L東京喰種,840,"-2,000","7,202",90.7%,-,-,-
スマスロ 東京リベンジャーズ,892,"-2,100","4,226",83.4%,-,-,-
スマスロネオプラネット,964,"-2,100","3,908",82.1%,-,-,-
スマスロ新鬼武者3,861,"-2,100","3,142",77.7%,-,-,-
スマスロ化物語,919,"-2,200","6,384",88.5%,-,-,-
スマスロ 東京リベンジャーズ,893,"-2,300","6,889",88.9%,-,-,-
スマスロ新鬼武者3,855,"-2,300","2,137",64.1%,-,-,-
L東京喰種,838,"-2,400","5,379",85.1%,-,-,-
L東京喰種,847,"-2,500","2,237",62.7%,-,-,-
スマスロモンキーターンV,636,"-2,600","2,134",59.4%,-,-,-
Lスマスロ北斗の拳,914,"-2,600","6,268",86.2%,35,13,1/131
L主役は銭形5,610,"-2,600","5,034",82.8%,-,-,-
Lパチスロ革命機ヴァルヴレイヴ2,888,"-2,700","3,986",77.4%,-,-,-
回胴黙示録カイジ 狂宴,955,"-2,700","3,807",76.4%,-,-,-
スマスロ化物語,918,"-2,700","6,965",87.1%,-,-,-
スマスロ ゴッドイーター リザレクション,1020,"-2,800","2,793",66.6%,-,-,-
スマスロ ゴッドイーター リザレクション,1018,"-2,800","2,928",68.1%,-,-,-
スマスロ モンスターハンターライズ,1040,"-2,900","5,301",81.8%,-,-,-
L東京喰種,839,"-2,900","2,766",65.1%,-,-,-
沖ドキ!ゴージャス 25Φ,680,"-2,900","5,617",82.8%,-,-,-
Lパチスロ革命機ヴァルヴレイヴ2,875,"-3,300","3,556",69.1%,-,-,-
L主役は銭形5,606,"-3,600","4,909",75.6%,-,-,-
Lパチスロ革命機ヴァルヴレイヴ2,869,"-3,600","4,837",75.2%,-,-,-
スマスロ化物語,915,"-3,800","5,887",78.5%,-,-,-
吉宗,908,"-3,800","3,934",67.8%,-,-,-
Lスマスロ北斗の拳,931,"-3,900","7,890",83.5%,41,20,1/129
吉宗,905,"-4,000","2,888",53.8%,-,-,-
L東京喰種,841,"-4,400","5,766",74.6%,-,-,-
L東京喰種,851,"-4,400","7,791",81.2%,-,-,-
プリズムナナ,976,"-4,500","5,449",72.5%,-,-,-
L東京喰種,850,"-4,600","8,694",82.4%,-,-,-
L東京喰種,836,"-4,700","4,505",65.2%,-,-,-
L東京喰種,844,"-5,400","5,122",64.9%,-,-,-
