id,store_name,日付,機種,台番,差枚,G数,BB,RB,合成,updated_at
714943,三ノ輪UNO,2025-01-20,Lパチスロ革命機ヴァルヴレイヴ,774,17880,5832,0,0,-,2025-12-26 09:18:10
714944,三ノ輪UNO,2025-01-20,Lパチスロ革命機ヴァルヴレイヴ,773,17130,10386,0,0,-,2025-12-26 09:18:10
714945,三ノ輪UNO,2025-01-20,Lパチスロ革命機ヴァルヴレイヴ,770,15730,7106,0,0,-,2025-12-26 09:18:10
714946,三ノ輪UNO,2025-01-20,スマスロ聖戦士ダンバイン,789,12520,9804,0,0,-,2025-12-26 09:18:10
714947,三ノ輪UNO,2025-01-20,Lパチスロ かぐや様は告らせたい,666,11160,9197,0,0,-,2025-12-26 09:18:10
714948,三ノ輪UNO,2025-01-20,スマスロ聖戦士ダンバイン,788,10090,10228,0,0,-,2025-12-26 09:18:10
714949,三ノ輪UNO,2025-01-20,スマスロモンキーターンV,663,9840,8554,0,0,-,2025-12-26 09:18:10
714950,三ノ輪UNO,2025-01-20,Lパチスロからくりサーカス,695,9020,9188,0,0,-,2025-12-26 09:18:10
714951,三ノ輪UNO,2025-01-20,L犬夜叉2,818,7910,6471,0,0,-,2025-12-26 09:18:10
714952,三ノ輪UNO,2025-01-20,Lパチスロ革命機ヴァルヴレイヴ,772,7510,10091,0,0,-,2025-12-26 09:18:10
714953,三ノ輪UNO,2025-01-20,スマスロモンキーターンV,646,7430,8728,0,0,-,2025-12-26 09:18:10
714954,三ノ輪UNO,2025-01-20,Lパチスロ かぐや様は告らせたい,687,7250,7987,0,0,-,2025-12-26 09:18:10
714955,三ノ輪UNO,2025-01-20,スロット Re:ゼロから始める異世界生活 season2,779,6070,2457,0,0,-,2025-12-26 09:18:10
714956,三ノ輪UNO,2025-01-20,L ToLOVEるダークネス,832,6050,3399,0,0,-,2025-12-26 09:18:10
714957,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,731,5940,8903,102,22,1/72,2025-12-26 09:18:10
714958,三ノ輪UNO,2025-01-20,Lルパン三世 大航海者の秘宝,822,5920,8022,0,0,-,2025-12-26 09:18:10
714959,三ノ輪UNO,2025-01-20,Lパチスロ かぐや様は告らせたい,685,5780,7597,0,0,-,2025-12-26 09:18:10
714960,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,737,5720,8219,105,18,1/67,2025-12-26 09:18:10
714961,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,732,5600,7458,96,20,1/64,2025-12-26 09:18:10
714962,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,728,5280,8352,97,20,1/71,2025-12-26 09:18:10
714963,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,758,5140,8558,0,0,-,2025-12-26 09:18:10
714964,三ノ輪UNO,2025-01-20,マイジャグラーV,541,5100,8720,43,48,1/96,2025-12-26 09:18:10
714965,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,748,4920,8413,0,0,-,2025-12-26 09:18:10
714966,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,751,4880,8532,0,0,-,2025-12-26 09:18:10
714967,三ノ輪UNO,2025-01-20,Lパチスロ かぐや様は告らせたい,683,4810,5052,0,0,-,2025-12-26 09:18:10
714968,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,727,4760,9080,103,21,1/73,2025-12-26 09:18:10
714969,三ノ輪UNO,2025-01-20,L ToLOVEるダークネス,834,4710,5645,0,0,-,2025-12-26 09:18:10
714970,三ノ輪UNO,2025-01-20,Lパチスロ ダンベル何キロ持てる？,629,4610,6880,0,0,-,2025-12-26 09:18:10
714971,三ノ輪UNO,2025-01-20,Lパチスロ ダンベル何キロ持てる？,631,4600,5141,0,0,-,2025-12-26 09:18:10
714972,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,734,4560,9059,101,21,1/74,2025-12-26 09:18:10
714973,三ノ輪UNO,2025-01-20,Lルパン三世 大航海者の秘宝,821,4350,7050,0,0,-,2025-12-26 09:18:10
714974,三ノ輪UNO,2025-01-20,スマスロモンキーターンV,655,4350,6028,0,0,-,2025-12-26 09:18:10
714975,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,735,4030,8530,93,13,1/80,2025-12-26 09:18:10
714976,三ノ輪UNO,2025-01-20,Lパチスロ革命機ヴァルヴレイヴ,776,3940,9478,0,0,-,2025-12-26 09:18:10
714977,三ノ輪UNO,2025-01-20,ウルトラミラクルジャグラー,567,3930,6770,0,0,-,2025-12-26 09:18:10
714978,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,743,3810,9414,0,0,-,2025-12-26 09:18:10
714979,三ノ輪UNO,2025-01-20,Lパチスロ シン・エヴァンゲリオン,849,3490,10589,0,0,-,2025-12-26 09:18:10
714980,三ノ輪UNO,2025-01-20,Lパチスロからくりサーカス,690,3360,3210,0,0,-,2025-12-26 09:18:10
714981,三ノ輪UNO,2025-01-20,スマスロ ゴッドイーター リザレクション,717,3300,5926,0,0,-,2025-12-26 09:18:10
714982,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,760,3260,7874,0,0,-,2025-12-26 09:18:10
714983,三ノ輪UNO,2025-01-20,マイジャグラーV,542,3230,8049,39,31,1/115,2025-12-26 09:18:10
714984,三ノ輪UNO,2025-01-20,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,796,3210,7091,0,0,-,2025-12-26 09:18:10
714985,三ノ輪UNO,2025-01-20,Lパチスロからくりサーカス,701,3190,7256,0,0,-,2025-12-26 09:18:10
714986,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,805,3190,7456,90,12,1/73,2025-12-26 09:18:10
714987,三ノ輪UNO,2025-01-20,Lパチスロ かぐや様は告らせたい,671,3110,5188,0,0,-,2025-12-26 09:18:10
714988,三ノ輪UNO,2025-01-20,L戦国乙女４　戦乱に閃く炯眼の軍師,841,2940,8471,0,0,-,2025-12-26 09:18:10
714989,三ノ輪UNO,2025-01-20,マイジャグラーV,515,2830,7586,37,29,1/115,2025-12-26 09:18:10
714990,三ノ輪UNO,2025-01-20,スマスロ聖戦士ダンバイン,786,2740,9020,0,0,-,2025-12-26 09:18:10
714991,三ノ輪UNO,2025-01-20,ゴーゴージャグラー３,559,2730,6332,34,21,1/115,2025-12-26 09:18:10
714992,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,739,2580,9920,0,0,-,2025-12-26 09:18:10
714993,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,736,2580,7951,77,24,1/79,2025-12-26 09:18:10
714994,三ノ輪UNO,2025-01-20,Lパチスロ ダンベル何キロ持てる？,639,2560,3525,0,0,-,2025-12-26 09:18:10
714995,三ノ輪UNO,2025-01-20,スマスロモンキーターンV,658,2470,6271,0,0,-,2025-12-26 09:18:10
714996,三ノ輪UNO,2025-01-20,ジャグラーガールズ,593,2430,6515,0,0,-,2025-12-26 09:18:10
714997,三ノ輪UNO,2025-01-20,Lパチスロからくりサーカス,712,2410,2708,0,0,-,2025-12-26 09:18:10
714998,三ノ輪UNO,2025-01-20,Lにゃんこ大戦争 超神速,845,2220,9818,0,0,-,2025-12-26 09:18:10
714999,三ノ輪UNO,2025-01-20,スロット ゾンビランドサガ,625,2200,5555,0,0,-,2025-12-26 09:18:10
715000,三ノ輪UNO,2025-01-20,スマスロ モンスターハンターライズ,738,2150,9197,0,0,-,2025-12-26 09:18:10
715001,三ノ輪UNO,2025-01-20,ミスタージャグラー,582,2140,8564,0,0,-,2025-12-26 09:18:10
715002,三ノ輪UNO,2025-01-20,Lスマスロ北斗の拳,810,2140,7336,74,20,1/78,2025-12-26 09:18:10
715003,三ノ輪UNO,2025-01-20,マイジャグラーV,505,2140,8059,36,26,1/130,2025-12-26 09:18:10
715004,三ノ輪UNO,2025-01-20,スマスロ ゴッドイーター リザレクション,721,1930,7983,0,0,-,2025-12-26 09:18:10
715005,三ノ輪UNO,2025-01-20,ジャグラーガールズ,595,1890,8139,0,0,-,2025-12-26 09:18:10
